計測時刻,PM2.5(μg/㎥),PM10(PM2.5は除く)(μg/㎥),VOC(ppb),UV(Index),温度(℃),湿度(％),照度(lx),気圧(hPa)
2018/08/02 06:44,24,23,1,0,29.7,68.7,48,1003.5
2018/08/02 07:14,25,23,0,0,29.1,64.9,27,1003.7
2018/08/02 07:44,36,28,92,0,28.7,65.2,29,1003.7
2018/08/02 08:14,31,31,55,0,29.9,65.8,28,1003.6
2018/08/02 08:44,26,22,24,0,30.5,66.5,26,1003.5
2018/08/02 09:14,25,21,13,0,31.0,66.6,22,1003.7
2018/08/02 09:44,23,18,5,0,31.5,66.3,19,1003.9
2018/08/02 10:14,23,22,2,0,31.7,66.6,16,1003.8
2018/08/02 10:44,22,28,1,0,32.1,66.2,12,1003.3
2018/08/02 11:14,25,25,0,0,32.4,66.1,10,1003.3
2018/08/02 11:44,28,27,1,0,31.5,64.7,9,1003.1
2018/08/02 12:14,26,26,1,0,30.6,60.5,9,1002.9
2018/08/02 12:44,27,25,3,0,30.3,60.9,8,1003.0
2018/08/02 13:14,27,24,0,0,29.9,62.8,7,1002.8
2018/08/02 13:44,27,22,10,0,29.9,61.5,6,1002.8
2018/08/02 14:14,25,24,6,0,29.7,61.1,6,1002.8
2018/08/02 14:44,20,24,16,0,30.7,62.7,6,1002.9
2018/08/02 15:14,23,18,12,0,31.0,63.7,6,1002.9
2018/08/02 15:44,23,18,8,0,31.3,63.6,4,1002.9
2018/08/02 16:14,21,17,9,0,31.5,64.2,4,1002.9
2018/08/02 16:44,23,17,7,0,31.8,63.8,3,1003.1
2018/08/02 17:14,26,22,0,0,30.9,60.0,2,1003.0
2018/08/02 17:44,22,19,0,0,30.5,56.0,1,1003.3
2018/08/02 18:14,25,20,6,0,30.0,59.5,13,1003.2
2018/08/02 18:44,23,23,2,0,29.6,57.2,12,1003.7
2018/08/02 19:14,24,16,0,0,28.7,55.1,12,1004.0
2018/08/02 19:44,20,19,7,0,28.6,57.3,11,1004.1
2018/08/02 20:14,18,17,3,0,28.6,57.9,11,1004.2
2018/08/02 20:44,22,20,2,0,28.5,57.8,12,1004.5
2018/08/02 21:14,21,21,4,0,28.2,58.7,11,1004.5
2018/08/02 21:44,24,21,1,0,28.0,59.8,11,1004.5
2018/08/02 22:14,22,19,0,0,27.9,59.1,12,1004.5
2018/08/02 22:44,24,20,2,0,27.6,60.3,11,1004.5
2018/08/02 23:14,23,22,0,0,27.6,59.6,11,1004.4
2018/08/02 23:44,23,23,7,0,28.1,63.3,0,1004.1
2018/08/03 00:14,22,23,7,0,28.5,64.7,0,1004.1
2018/08/03 00:44,24,32,7,0,28.7,65.7,0,1004.0
2018/08/03 01:14,25,22,9,0,29.0,65.8,0,1004.1
2018/08/03 01:44,23,22,11,0,29.3,65.9,0,1004.1
2018/08/03 02:14,23,25,7,0,29.1,66.8,0,1004.2
2018/08/03 02:44,24,23,8,0,29.2,67.0,0,1004.1
2018/08/03 03:14,24,18,8,0,29.3,67.0,0,1004.3
2018/08/03 03:44,20,18,8,0,29.3,67.3,0,1004.3
2018/08/03 04:14,23,17,8,0,29.1,68.2,0,1004.4
2018/08/03 04:44,23,16,8,0,29.4,67.6,0,1004.6
2018/08/03 05:14,21,20,7,0,29.3,68.0,0,1004.7
2018/08/03 05:44,20,18,7,0,29.4,67.7,4,1004.7
2018/08/03 06:14,23,19,7,0,29.5,67.6,7,1005.0
2018/08/03 06:44,24,22,5,0,29.3,66.5,14,1005.2
2018/08/03 07:14,23,23,0,0,28.8,61.2,22,1005.2
2018/08/03 07:44,37,48,74,0,29.0,61.6,13,1005.4
2018/08/03 08:14,29,27,47,0,29.7,63.4,24,1005.4
2018/08/03 08:44,28,41,25,0,30.0,64.4,24,1005.2
2018/08/03 09:14,21,30,18,0,30.6,63.9,16,1005.3
2018/08/03 09:44,22,25,12,0,30.7,64.5,20,1005.2
2018/08/03 10:14,24,24,11,0,31.0,64.6,14,1005.3
2018/08/03 10:44,22,21,11,0,31.3,64.8,13,1005.2
2018/08/03 11:14,23,23,7,0,31.6,64.5,9,1004.9
2018/08/03 11:44,22,23,3,0,31.8,64.3,8,1004.8
2018/08/03 12:14,24,23,0,0,31.2,64.2,7,1004.4
2018/08/03 12:44,23,23,0,0,30.7,58.6,5,1004.2
2018/08/03 13:14,25,20,0,0,30.0,58.1,5,1004.0
2018/08/03 13:44,24,22,3,0,29.7,59.1,4,1003.9
2018/08/03 14:14,25,19,7,0,30.1,61.8,4,1003.7
2018/08/03 14:44,20,18,10,0,30.9,62.3,3,1003.8
2018/08/03 15:14,23,18,3,0,31.0,63.5,3,1003.8
2018/08/03 15:44,22,18,9,0,31.4,63.0,2,1003.8
2018/08/03 16:14,23,23,7,0,31.4,63.7,3,1003.9
2018/08/03 16:44,23,22,7,0,31.4,63.9,2,1003.9
2018/08/03 17:14,23,23,6,0,31.6,63.4,2,1004.1
2018/08/03 17:44,24,21,6,0,31.7,62.9,1,1004.1
2018/08/03 18:14,24,22,0,0,30.7,58.1,0,1004.7
2018/08/03 18:44,23,21,0,0,29.9,53.2,12,1004.6
2018/08/03 19:14,25,22,8,0,29.5,56.0,13,1005.0
2018/08/03 19:44,25,21,5,0,29.3,55.9,11,1005.4
2018/08/03 20:14,22,18,0,0,28.8,56.8,11,1005.8
2018/08/03 20:44,21,21,1,0,28.4,57.8,11,1006.2
2018/08/03 21:14,21,24,1,0,28.2,57.7,11,1006.4
2018/08/03 21:44,24,16,0,0,28.0,58.7,11,1006.6
2018/08/03 22:14,21,19,2,0,27.8,58.8,11,1006.6
2018/08/03 22:44,24,21,0,0,27.6,59.1,11,1006.7
2018/08/03 23:14,22,21,0,0,27.5,59.2,11,1006.5
2018/08/03 23:44,17,18,4,0,27.6,61.7,12,1006.5
2018/08/04 00:14,18,17,9,0,28.0,63.9,11,1006.5
2018/08/04 00:44,18,19,11,0,28.6,64.5,11,1006.3
2018/08/04 01:14,20,19,13,0,29.0,64.3,0,1005.8
2018/08/04 01:44,20,21,16,0,29.3,64.2,0,1005.9
2018/08/04 02:14,22,20,14,0,29.5,64.3,0,1006.0
2018/08/04 02:44,22,21,12,0,29.5,64.8,0,1006.1
2018/08/04 03:14,22,19,14,0,29.6,64.5,0,1006.2
2018/08/04 03:44,22,19,9,0,29.8,64.2,0,1006.1
2018/08/04 04:14,24,18,9,0,29.8,63.8,0,1006.2
2018/08/04 04:44,24,19,8,0,29.7,64.3,0,1006.5
2018/08/04 05:14,23,20,6,0,29.8,63.8,1,1006.6
2018/08/04 05:44,19,17,7,0,29.8,64.1,5,1006.6
2018/08/04 06:14,21,19,9,0,29.9,64.3,15,1006.5
2018/08/04 06:44,25,20,1,0,29.2,61.8,22,1006.5
2018/08/04 07:14,25,24,0,0,28.8,60.3,24,1006.5
2018/08/04 07:44,24,16,0,0,28.6,58.9,11,1006.6
2018/08/04 08:14,23,24,0,0,28.0,60.0,21,1006.6
2018/08/04 08:44,24,17,9,0,27.7,59.9,27,1006.5
2018/08/04 09:14,22,16,9,0,27.6,60.6,24,1006.5
2018/08/04 09:44,22,14,9,0,27.7,60.5,18,1006.4
2018/08/04 10:14,21,21,9,0,27.4,64.6,18,1006.2
2018/08/04 10:44,24,18,12,0,27.1,64.6,12,1005.7
2018/08/04 11:13,19,17,10,0,27.2,64.9,8,1005.6
2018/08/04 11:44,19,18,16,0,27.4,63.8,7,1005.2
2018/08/04 12:14,21,20,19,0,27.7,62.5,6,1005.0
2018/08/04 12:44,22,20,16,0,27.8,61.3,5,1004.8
2018/08/04 13:14,24,22,16,0,27.7,60.9,6,1004.7
2018/08/04 13:44,23,20,16,0,27.7,61.2,6,1004.7
2018/08/04 14:14,19,17,13,0,27.6,60.8,4,1004.4
2018/08/04 14:44,22,18,19,0,27.4,60.8,4,1004.4
2018/08/04 15:14,24,19,12,0,27.6,59.2,3,1004.4
2018/08/04 15:44,21,19,11,0,27.4,60.4,3,1004.1
2018/08/04 16:14,24,24,29,0,27.4,62.3,2,1004.1
2018/08/04 16:44,23,22,26,0,27.2,63.3,1,1004.3
2018/08/04 17:14,47,51,108,0,27.1,67.4,2,1004.4
2018/08/04 17:44,32,28,92,0,27.8,66.5,1,1004.5
2018/08/04 18:14,23,33,46,0,27.5,68.6,0,1004.9
2018/08/04 18:44,37,33,32,0,26.7,69.1,12,1004.9
2018/08/04 19:14,26,21,35,0,26.6,67.9,12,1005.0
2018/08/04 19:44,23,19,26,0,26.4,67.6,12,1005.2
2018/08/04 20:14,25,20,18,0,26.0,67.8,11,1005.7
2018/08/04 20:44,19,23,26,0,26.3,65.4,11,1005.8
2018/08/04 21:14,24,19,19,0,26.5,68.6,12,1005.9
2018/08/04 21:44,22,21,27,0,26.7,73.9,11,1005.9
2018/08/04 22:14,20,18,21,0,26.5,73.6,11,1005.9
2018/08/04 22:44,19,20,29,0,26.7,72.3,11,1005.9
2018/08/04 23:14,23,18,25,0,26.7,71.1,11,1005.7
2018/08/04 23:44,23,24,30,0,26.9,69.6,11,1005.7
2018/08/05 00:14,21,24,31,0,26.9,72.2,0,1005.3
2018/08/05 00:44,23,20,28,0,27.5,71.2,0,1005.2
2018/08/05 01:14,23,23,27,0,27.7,71.6,0,1005.0
2018/08/05 01:44,23,24,30,0,27.8,73.0,0,1004.6
2018/08/05 02:14,24,19,34,0,28.0,73.2,0,1004.5
2018/08/05 02:44,25,21,28,0,28.1,73.3,0,1004.5
2018/08/05 03:14,23,23,32,0,28.5,72.5,0,1004.4
2018/08/05 03:44,24,26,27,0,28.4,72.9,0,1004.5
2018/08/05 04:14,27,22,31,0,28.3,73.4,0,1004.4
2018/08/05 04:44,25,22,34,0,28.5,73.4,0,1004.4
2018/08/05 05:14,24,28,28,0,28.6,73.0,0,1004.4
2018/08/05 05:44,27,25,28,0,28.6,73.1,2,1004.5
2018/08/05 06:14,26,27,30,0,29.0,72.3,8,1004.5
2018/08/05 06:44,26,27,27,0,29.1,73.3,6,1004.4
2018/08/05 07:14,29,23,17,0,28.5,71.9,3,1004.5
2018/08/05 07:44,31,27,25,0,28.3,71.2,7,1004.4
2018/08/05 08:14,30,30,15,0,28.3,67.1,13,1004.1
2018/08/05 08:44,33,35,17,0,27.9,66.3,14,1004.2
2018/08/05 09:14,32,32,14,0,27.7,67.2,26,1004.1
2018/08/05 09:44,36,35,19,0,27.8,66.1,21,1003.8
2018/08/05 10:14,35,39,12,0,27.6,66.6,19,1003.5
2018/08/05 10:44,33,41,14,0,28.0,65.4,13,1003.1
2018/08/05 11:14,32,37,12,0,28.2,64.5,9,1002.7
2018/08/05 11:44,36,37,7,0,27.8,66.5,9,1002.5
2018/08/05 12:14,40,37,9,0,27.8,66.8,8,1002.0
2018/08/05 12:44,39,34,14,0,27.8,67.6,7,1001.7
2018/08/05 13:14,36,37,4,0,27.4,68.4,6,1001.3
2018/08/05 13:44,35,36,11,0,27.3,69.2,6,1001.0
2018/08/05 14:14,33,27,16,0,27.4,69.4,4,1000.9
2018/08/05 14:44,34,32,19,0,27.5,68.9,4,1000.7
2018/08/05 15:14,35,32,17,0,27.8,66.8,3,1000.4
2018/08/05 15:44,31,36,18,0,27.9,65.5,2,1000.4
2018/08/05 16:14,32,37,13,0,27.9,64.6,2,1000.6
2018/08/05 16:44,30,26,11,0,27.9,64.8,2,1000.7
2018/08/05 17:14,31,31,13,0,28.3,65.0,1,1000.7
2018/08/05 17:44,34,30,11,0,28.2,62.8,13,1000.9
2018/08/05 18:14,31,31,11,0,28.1,61.9,12,1001.0
2018/08/05 18:44,34,38,11,0,27.9,62.7,12,1001.0
2018/08/05 19:14,29,25,20,0,27.9,62.9,12,1001.2
2018/08/05 19:44,32,29,15,0,27.9,62.4,12,1001.6
2018/08/05 20:14,26,29,11,0,27.7,62.5,11,1001.9
2018/08/05 20:44,27,29,12,0,27.5,63.0,11,1002.3
2018/08/05 21:14,31,32,13,0,27.5,62.8,11,1002.4
2018/08/05 21:44,23,28,8,0,27.5,62.4,11,1002.7
2018/08/05 22:14,28,28,3,0,27.2,62.8,12,1002.5
2018/08/05 22:44,27,30,8,0,27.3,62.7,11,1002.3
2018/08/05 23:14,27,22,8,0,27.3,62.3,12,1002.3
2018/08/05 23:44,29,30,6,0,27.3,61.8,12,1001.9
2018/08/06 00:14,29,30,9,0,27.4,67.5,11,1001.8
2018/08/06 00:44,26,25,14,0,28.0,67.7,0,1001.5
2018/08/06 01:14,28,28,9,0,28.2,69.1,0,1001.4
2018/08/06 01:44,24,23,11,0,28.4,69.1,0,1001.3
2018/08/06 02:14,25,26,8,0,28.4,69.8,0,1001.3
2018/08/06 02:44,26,25,9,0,28.7,69.7,0,1001.4
2018/08/06 03:14,25,26,7,0,28.7,70.4,0,1001.3
2018/08/06 03:44,26,27,7,0,28.7,70.9,0,1001.2
2018/08/06 04:14,27,31,2,0,28.9,70.8,0,1001.4
2018/08/06 04:44,24,33,3,0,29.0,70.9,0,1001.6
2018/08/06 05:14,28,28,2,0,28.9,71.6,0,1001.8
2018/08/06 05:44,25,27,7,0,29.1,71.5,0,1002.1
2018/08/06 06:14,25,27,3,0,29.0,72.1,0,1002.3
2018/08/06 06:44,32,32,4,0,29.3,70.3,4,1002.4
2018/08/06 07:14,28,25,0,0,28.2,66.9,7,1002.6
2018/08/06 07:44,24,23,57,0,28.0,66.4,9,1002.8
2018/08/06 08:14,23,22,42,0,28.2,69.6,11,1003.0
2018/08/06 08:44,25,26,28,0,28.5,69.9,14,1003.3
2018/08/06 09:14,20,21,23,0,28.7,70.5,13,1003.3
2018/08/06 09:44,24,21,15,0,28.8,70.4,9,1003.4
2018/08/06 10:14,25,18,12,0,29.0,70.1,11,1003.4
2018/08/06 10:44,22,19,14,0,29.1,70.4,34,1002.9
2018/08/06 11:14,25,24,8,0,29.0,71.1,44,1002.7
2018/08/06 11:44,21,24,10,0,29.6,70.2,52,1002.6
2018/08/06 12:14,22,25,7,0,29.6,70.4,30,1002.6
2018/08/06 12:44,24,25,7,0,29.8,70.3,28,1002.3
2018/08/06 13:14,24,22,8,0,29.9,69.9,7,1002.8
2018/08/06 13:44,27,23,9,0,30.1,69.8,25,1002.1
2018/08/06 14:14,25,23,9,0,30.5,68.7,32,1002.2
2018/08/06 14:44,24,28,7,0,30.7,68.4,23,1002.2
2018/08/06 15:14,25,23,5,0,30.5,68.9,22,1002.4
2018/08/06 15:44,25,33,5,0,30.8,68.0,17,1002.7
2018/08/06 16:14,23,23,7,0,30.9,67.7,10,1002.6
2018/08/06 16:44,24,20,0,0,30.5,68.4,11,1002.7
2018/08/06 17:14,21,19,2,0,30.7,67.6,1,1003.4
2018/08/06 17:44,20,22,1,0,30.5,67.9,0,1003.8
2018/08/06 18:14,22,18,0,0,30.3,65.2,0,1004.3
2018/08/06 18:44,22,17,0,0,29.8,64.5,12,1004.5
2018/08/06 19:14,21,20,0,0,29.0,65.6,11,1004.8
2018/08/06 19:44,19,17,2,0,28.7,65.2,11,1005.2
2018/08/06 20:14,20,17,0,0,28.4,65.9,11,1005.6
2018/08/06 20:44,19,13,2,0,28.3,65.8,11,1006.2
2018/08/06 21:14,20,14,1,0,28.0,67.0,11,1006.2
2018/08/06 21:44,20,13,0,0,28.1,66.8,11,1006.1
2018/08/06 22:14,19,12,0,0,28.2,66.7,11,1006.0
2018/08/06 22:44,19,14,4,0,28.2,67.5,11,1006.1
2018/08/06 23:14,16,15,5,0,28.2,68.2,11,1006.3
2018/08/06 23:44,19,15,5,0,28.1,68.3,11,1006.1
2018/08/07 00:14,21,14,3,0,28.1,68.7,11,1006.0
2018/08/07 00:44,17,15,3,0,27.9,69.8,11,1005.8
2018/08/07 01:14,19,15,5,0,27.8,70.1,0,1005.8
2018/08/07 01:44,18,16,7,0,27.9,69.9,0,1005.9
2018/08/07 02:14,17,17,7,0,27.7,70.6,0,1006.0
2018/08/07 02:44,17,14,7,0,27.6,70.9,0,1005.8
2018/08/07 03:14,16,13,7,0,27.5,71.0,0,1005.8
2018/08/07 03:44,17,13,6,0,27.4,71.3,0,1006.0
2018/08/07 04:14,20,13,7,0,27.3,71.8,0,1006.3
2018/08/07 04:44,19,14,7,0,27.4,71.6,0,1006.6
2018/08/07 05:14,17,14,5,0,27.2,71.9,0,1007.0
2018/08/07 05:44,17,13,4,0,27.2,71.4,0,1006.9
2018/08/07 06:14,19,16,5,0,27.1,71.7,0,1007.0
2018/08/07 06:44,20,14,5,0,27.0,71.7,2,1007.3
2018/08/07 07:14,18,14,17,0,27.2,71.7,7,1007.6
2018/08/07 07:44,17,14,87,0,27.1,71.6,7,1007.4
2018/08/07 08:14,15,13,49,0,27.2,70.8,10,1007.6
2018/08/07 08:44,19,13,30,0,27.0,71.0,16,1007.7
2018/08/07 09:14,16,19,17,0,26.9,71.4,18,1007.8
2018/08/07 09:44,18,16,14,0,27.0,70.7,17,1007.7
2018/08/07 10:14,16,11,12,0,27.0,70.7,19,1007.7
2018/08/07 10:44,19,14,8,0,27.0,70.7,24,1007.5
2018/08/07 11:14,16,15,8,0,27.2,70.3,31,1007.5
2018/08/07 11:44,17,16,8,0,27.1,70.8,48,1007.2
2018/08/07 12:14,15,13,8,0,27.4,70.2,56,1006.8
2018/08/07 12:44,19,14,9,0,27.5,69.8,53,1006.8
2018/08/07 13:14,18,14,5,0,27.6,69.5,34,1006.7
2018/08/07 13:44,18,13,7,0,27.6,69.7,32,1006.3
2018/08/07 14:14,16,22,6,0,27.7,69.6,17,1006.1
2018/08/07 14:44,17,14,5,0,27.8,69.0,15,1006.0
2018/08/07 15:14,19,10,5,0,28.0,68.3,15,1005.9
2018/08/07 15:44,17,15,5,0,27.9,68.7,15,1006.0
2018/08/07 16:14,18,14,5,0,27.9,68.6,12,1005.7
2018/08/07 16:44,19,15,5,0,27.8,68.5,9,1005.6
2018/08/07 17:14,18,17,4,0,27.9,68.4,15,1005.5
2018/08/07 17:44,17,13,4,0,27.8,69.1,1,1005.7
2018/08/07 18:14,17,13,13,0,28.0,70.4,12,1006.0
2018/08/07 18:44,18,14,23,0,28.0,70.9,11,1006.0
2018/08/07 19:14,16,16,23,0,27.9,71.3,13,1005.8
2018/08/07 19:44,20,14,21,0,28.0,70.2,11,1005.8
2018/08/07 20:14,19,13,13,0,27.9,69.8,11,1006.1
2018/08/07 20:44,24,19,21,0,27.9,69.5,11,1006.0
2018/08/07 21:14,18,13,11,0,27.7,70.2,11,1006.0
2018/08/07 21:44,18,15,3,0,27.4,70.3,11,1005.8
2018/08/07 22:14,17,13,7,0,27.4,70.3,11,1005.5
2018/08/07 22:44,17,12,7,0,27.5,69.8,11,1005.4
2018/08/07 23:14,19,13,8,0,27.6,69.5,11,1005.2
2018/08/07 23:44,18,18,2,0,27.4,69.7,11,1004.6
2018/08/08 00:14,18,14,9,0,27.4,69.9,0,1004.3
2018/08/08 00:44,20,14,5,0,27.5,69.6,0,1004.0
2018/08/08 01:14,17,14,2,0,27.5,69.4,0,1003.4
2018/08/08 01:44,19,15,0,0,27.2,70.3,0,1003.2
2018/08/08 02:14,17,13,0,0,27.1,70.3,0,1003.0
2018/08/08 02:44,18,11,1,0,27.1,70.2,0,1002.6
2018/08/08 03:14,17,15,0,0,27.1,69.9,0,1002.3
2018/08/08 03:44,18,13,0,0,26.9,70.3,0,1001.7
2018/08/08 04:14,16,13,0,0,27.0,69.8,0,1001.7
2018/08/08 04:44,16,13,0,0,27.0,69.8,0,1001.7
2018/08/08 05:14,15,14,1,0,26.9,70.1,0,1001.6
2018/08/08 05:44,18,15,5,0,26.9,70.3,5,1001.6
2018/08/08 06:14,17,14,6,0,27.0,70.4,3,1001.3
2018/08/08 06:44,19,13,7,0,27.1,70.4,4,1001.2
2018/08/08 07:14,14,12,9,0,27.0,72.1,13,1001.0
2018/08/08 07:44,17,15,67,0,27.2,71.8,34,1000.6
2018/08/08 08:14,17,14,47,0,27.4,71.5,34,1000.2
2018/08/08 08:44,16,18,32,0,27.4,72.0,34,1000.2
2018/08/08 09:14,17,13,25,0,27.5,72.0,37,1000.0
2018/08/08 09:44,14,13,15,0,27.5,72.2,40,1000.0
2018/08/08 10:14,16,13,13,0,27.6,72.2,45,999.7
2018/08/08 10:44,16,14,13,0,27.7,72.2,45,999.5
2018/08/08 11:14,18,13,13,0,27.5,73.4,27,999.6
2018/08/08 11:44,16,12,11,0,27.7,73.3,20,999.2
2018/08/08 12:14,17,12,9,0,27.7,73.5,17,998.7
2018/08/08 12:44,19,12,11,0,27.7,74.0,19,998.4
2018/08/08 13:14,18,14,11,0,27.8,73.5,21,998.3
2018/08/08 13:44,16,13,11,0,27.7,74.1,18,998.1
2018/08/08 14:14,17,11,11,0,27.9,74.3,15,997.9
2018/08/08 14:44,15,12,11,0,27.7,75.2,9,997.5
2018/08/08 15:14,16,14,11,0,27.8,75.0,8,997.5
2018/08/08 15:44,18,14,12,0,28.0,74.8,11,997.5
2018/08/08 16:14,20,15,12,0,27.9,75.6,6,997.5
2018/08/08 16:44,18,28,6,0,28.0,75.2,5,997.3
2018/08/08 17:14,18,18,7,0,28.0,75.5,4,997.4
2018/08/08 17:44,23,26,2,0,27.6,73.8,14,997.6
2018/08/08 18:14,20,21,2,0,26.8,73.2,13,997.6
2018/08/08 18:44,23,20,9,0,26.7,70.7,11,997.7
2018/08/08 19:14,21,26,6,0,26.6,68.5,12,997.4
2018/08/08 19:44,22,15,9,0,26.7,70.4,12,997.4
2018/08/08 20:14,21,18,21,0,27.1,73.0,12,997.5
2018/08/08 20:44,23,18,7,0,26.9,69.8,12,997.5
2018/08/08 21:14,23,19,6,0,26.6,67.3,12,997.1
2018/08/08 21:44,22,17,3,0,26.3,67.1,11,996.8
2018/08/08 22:14,21,18,2,0,25.9,66.6,11,996.6
2018/08/08 22:44,21,22,2,0,25.6,66.6,11,996.2
2018/08/08 23:14,19,18,0,0,25.3,66.9,11,995.8
2018/08/08 23:44,18,17,15,0,26.0,70.9,0,995.4
2018/08/09 00:14,21,19,7,0,26.5,71.8,0,995.1
2018/08/09 00:44,20,19,11,0,26.6,73.1,0,994.4
2018/08/09 01:14,20,16,7,0,26.8,73.3,0,993.7
2018/08/09 01:44,21,20,9,0,26.9,73.5,0,993.1
2018/08/09 02:14,22,25,10,0,27.0,74.0,0,992.5
2018/08/09 02:44,19,17,6,0,26.9,74.5,0,992.0
2018/08/09 03:14,20,18,6,0,27.0,74.7,0,991.5
2018/08/09 03:44,18,13,2,0,27.0,71.1,0,990.9
2018/08/09 04:14,18,16,12,0,26.9,72.9,0,990.5
2018/08/09 04:44,23,12,10,0,26.9,73.3,0,990.4
2018/08/09 05:14,18,16,10,0,26.9,73.8,0,990.1
2018/08/09 05:44,16,15,9,0,26.9,74.0,0,990.1
2018/08/09 06:14,16,15,9,0,26.8,74.8,0,990.2
2018/08/09 06:44,16,19,9,0,27.0,74.9,3,990.5
2018/08/09 07:14,17,16,12,0,27.0,76.3,4,990.7
2018/08/09 07:44,27,18,68,0,27.0,76.0,9,990.9
2018/08/09 08:14,21,21,42,0,27.2,75.7,21,991.0
2018/08/09 08:44,20,14,18,0,27.1,76.0,21,991.4
2018/08/09 09:14,18,16,15,0,27.2,75.6,19,992.2
2018/08/09 09:44,16,12,12,0,27.2,75.4,13,992.7
2018/08/09 10:14,16,14,8,0,27.4,74.7,23,993.1
2018/08/09 10:44,18,13,7,0,27.5,74.4,13,993.7
2018/08/09 11:14,18,15,7,0,27.5,74.9,13,994.7
2018/08/09 11:44,18,12,1,0,27.6,74.8,24,995.1
2018/08/09 12:14,14,15,2,0,27.4,77.5,25,995.4
2018/08/09 12:44,18,15,1,0,27.6,77.3,35,995.5
2018/08/09 13:14,20,15,3,0,27.7,78.1,23,995.1
2018/08/09 13:44,20,25,7,0,27.8,78.7,23,994.8
2018/08/09 14:14,23,18,8,0,27.9,78.9,21,994.7
2018/08/09 14:44,21,19,4,0,28.2,78.5,24,994.9
2018/08/09 15:14,22,20,6,0,28.2,79.0,28,995.0
2018/08/09 15:44,21,18,7,0,28.3,79.2,30,995.2
2018/08/09 16:14,22,19,3,0,28.7,77.6,29,995.3
2018/08/09 16:44,19,20,6,0,28.9,77.1,37,995.5
2018/08/09 17:14,23,22,8,0,29.0,77.1,38,995.7
2018/08/09 17:44,21,31,4,0,29.1,76.7,23,996.1
2018/08/09 18:14,22,27,2,0,28.9,74.2,12,996.7
2018/08/09 18:44,27,24,0,0,28.4,69.2,12,997.0
2018/08/09 19:14,26,23,6,0,28.0,68.7,13,997.5
2018/08/09 19:44,24,18,3,0,27.9,67.1,11,997.8
2018/08/09 20:14,23,23,0,0,27.4,66.9,11,998.4
2018/08/09 20:44,23,19,13,0,27.1,71.4,11,998.7
2018/08/09 21:14,21,18,9,0,27.0,74.8,11,998.8
2018/08/09 21:43,22,17,3,0,26.6,73.7,11,998.6
2018/08/09 22:14,21,26,1,0,26.3,70.9,11,998.6
2018/08/09 22:44,25,20,5,0,26.2,68.6,11,998.6
2018/08/09 23:14,24,28,2,0,26.2,66.8,11,998.6
2018/08/09 23:44,23,21,2,0,25.8,68.7,11,998.7
2018/08/10 00:14,23,18,21,0,26.4,73.6,0,998.8
2018/08/10 00:44,28,18,0,0,26.7,70.1,0,998.8
2018/08/10 01:14,22,20,7,0,27.1,71.5,0,998.8
2018/08/10 01:44,22,36,5,0,27.0,76.1,0,998.9
2018/08/10 02:14,21,25,3,0,27.1,77.1,0,999.1
2018/08/10 02:44,21,19,4,0,27.2,77.8,0,999.1
2018/08/10 03:14,20,36,5,0,27.3,78.3,0,999.2
2018/08/10 03:44,23,23,5,0,27.4,78.0,0,999.4
2018/08/10 04:14,22,20,5,0,27.2,78.9,0,999.5
2018/08/10 04:44,22,20,3,0,27.4,78.9,0,999.7
2018/08/10 05:14,23,21,3,0,27.4,79.2,0,999.8
2018/08/10 05:44,23,18,2,0,27.5,79.3,1,1000.1
2018/08/10 06:14,23,21,2,0,27.5,79.6,2,1000.3
2018/08/10 06:44,26,22,3,0,27.5,78.4,17,1000.7
2018/08/10 07:14,23,22,7,0,26.8,73.7,12,1000.8
2018/08/10 07:44,22,23,59,0,26.6,75.1,13,1000.9
2018/08/10 08:14,21,21,66,0,27.5,77.2,26,1001.1
2018/08/10 08:44,23,23,40,0,28.1,77.3,23,1001.0
2018/08/10 09:14,19,21,33,0,28.8,75.7,11,1001.0
2018/08/10 09:44,24,24,29,0,29.2,75.3,17,1000.9
2018/08/10 10:14,25,21,25,0,29.6,74.6,11,1000.8
2018/08/10 10:44,21,31,23,0,30.0,74.1,8,1000.7
2018/08/10 11:14,25,22,9,0,30.5,72.4,8,1000.6
2018/08/10 11:44,22,25,18,0,30.9,72.1,8,1000.4
2018/08/10 12:14,29,24,13,0,31.0,72.3,4,1000.3
2018/08/10 12:44,27,25,14,0,31.4,71.6,8,1000.1
2018/08/10 13:14,26,28,11,0,31.7,70.8,7,999.9
2018/08/10 13:44,27,26,12,0,31.6,71.5,6,999.8
2018/08/10 14:14,25,24,6,0,32.1,70.0,4,999.6
2018/08/10 14:44,27,25,5,0,32.3,69.0,4,999.8
2018/08/10 15:14,28,28,3,0,32.5,68.7,4,999.8
2018/08/10 15:44,26,24,5,0,32.6,67.9,4,999.9
2018/08/10 16:14,28,26,0,0,32.5,67.8,3,999.9
2018/08/10 16:44,25,29,0,0,32.4,67.5,3,999.6
2018/08/10 17:14,24,28,0,0,32.3,67.4,2,999.4
2018/08/10 17:44,27,27,0,0,32.2,67.2,0,999.3
2018/08/10 18:14,26,23,4,0,32.2,67.0,0,999.7
2018/08/10 18:44,26,22,0,0,32.0,67.0,0,1000.2
2018/08/10 19:14,31,24,0,0,30.4,61.6,12,1000.0
2018/08/10 19:44,26,23,3,0,29.1,54.1,12,1000.3
2018/08/10 20:14,28,27,44,0,28.5,57.9,12,1000.8
